pH,Redox,Leit,Trueb,Cl,Cl_2,EVENT
8.34,749,205,0.01,0.17,0.116,FALSE
8.35,749,205,0.011,0.17,0.118,FALSE
8.34,749,205,0.011,0.17,0.118,FALSE
8.34,749,207,0.011,0.17,0.118,FALSE
8.34,749,207,0.01,0.17,0.12,FALSE
8.34,749,207,0.01,0.17,0.118,FALSE
8.33,749,207,0.011,0.17,0.12,FALSE
8.34,749,207,0.01,0.17,0.118,FALSE
8.33,750,207,0.01,0.17,0.12,FALSE
8.33,750,207,0.01,0.17,0.117,FALSE
8.33,749,207,0.011,0.17,0.118,FALSE
8.32,749,207,0.011,0.16,0.118,FALSE
8.32,750,207,0.011,0.17,0.12,FALSE
8.32,751,207,0.011,0.16,0.118,FALSE
8.32,750,207,0.01,0.16,0.118,FALSE
8.32,750,207,0.01,0.16,0.118,FALSE
8.32,750,207,0.011,0.16,0.12,FALSE
8.32,749,207,0.01,0.16,0.118,FALSE
8.32,751,211,0.011,0.16,0.118,FALSE
8.32,749,207,0.011,0.16,0.118,FALSE
8.31,750,207,0.011,0.16,0.118,FALSE
8.32,749,207,0.011,0.16,0.118,FALSE
8.31,750,207,0.011,0.16,0.118,FALSE
8.31,749,207,0.011,0.16,0.118,FALSE
8.31,750,207,0.011,0.16,0.118,FALSE
8.31,749,207,0.011,0.16,0.118,FALSE
8.32,750,207,0.011,0.16,0.118,FALSE
8.32,749,207,0.011,0.16,0.118,FALSE
8.31,749,207,0.011,0.17,0.117,FALSE
8.31,750,207,0.011,0.17,0.116,FALSE
8.31,749,207,0.011,0.17,0.118,FALSE
8.31,749,207,0.011,0.17,0.117,FALSE
8.32,749,207,0.011,0.16,0.116,FALSE
8.32,749,207,0.011,0.17,0.118,FALSE
8.32,749,207,0.011,0.17,0.118,FALSE
8.32,749,207,0.011,0.17,0.117,FALSE
8.32,749,207,0.011,0.17,0.116,FALSE
8.32,749,207,0.011,0.17,0.117,FALSE
8.33,749,207,0.011,0.17,0.117,FALSE
8.33,749,207,0.011,0.17,0.117,FALSE
8.33,748,207,0.011,0.17,0.117,FALSE
8.33,749,207,0.011,0.17,0.114,FALSE
8.34,749,207,0.01,0.17,0.114,FALSE
8.34,749,207,0.01,0.17,0.114,FALSE
8.35,748,207,0.01,0.17,0.114,FALSE
8.35,749,207,0.01,0.16,0.114,FALSE
8.36,748,207,0.01,0.16,0.116,FALSE
8.36,748,207,0.01,0.16,0.114,FALSE
8.36,747,207,0.01,0.16,0.114,FALSE
8.36,748,207,0.01,0.16,0.116,FALSE
8.37,748,207,0.01,0.16,0.114,FALSE
8.37,748,207,0.01,0.16,0.114,FALSE
8.37,747,207,0.01,0.16,0.114,FALSE
8.37,748,207,0.01,0.16,0.114,FALSE
8.37,748,207,0.01,0.16,0.114,FALSE
8.37,747,207,0.01,0.16,0.113,FALSE
8.38,748,207,0.01,0.16,0.113,FALSE
8.37,747,207,0.01,0.16,0.113,FALSE
8.38,748,207,0.01,0.16,0.114,FALSE
8.38,748,207,0.01,0.16,0.113,FALSE
8.38,747,207,0.01,0.16,0.113,FALSE
8.37,747,207,0.01,0.16,0.113,FALSE
8.38,747,207,0.01,0.16,0.114,FALSE
8.38,747,207,0.01,0.16,0.114,FALSE
8.38,748,207,0.01,0.16,0.113,FALSE
8.38,748,207,0.01,0.16,0.111,FALSE
8.37,747,207,0.01,0.16,0.111,FALSE
8.37,748,207,0.01,0.17,0.113,FALSE
8.37,748,207,0.01,0.17,0.111,FALSE
8.37,747,207,0.01,0.17,0.113,FALSE
8.37,747,207,0.01,0.17,0.111,FALSE
8.36,748,203,0.01,0.18,0.113,FALSE
8.37,748,207,0.01,0.18,0.113,FALSE
8.36,748,207,0.01,0.18,0.111,FALSE
8.36,747,207,0.01,0.17,0.111,FALSE
8.36,748,203,0.01,0.18,0.113,FALSE
8.36,747,207,0.01,0.18,0.111,FALSE
8.35,747,203,0.01,0.18,0.114,FALSE
8.36,748,203,0.01,0.18,0.113,FALSE
8.36,748,203,0.01,0.17,0.113,FALSE
8.35,747,203,0.01,0.18,0.111,FALSE
8.35,748,203,0.01,0.18,0.113,FALSE
8.35,747,203,0.01,0.17,0.111,FALSE
8.35,748,203,0.01,0.18,0.111,FALSE
8.35,748,207,0.011,0.17,0.113,FALSE
8.34,749,203,0.01,0.17,0.111,FALSE
8.34,747,203,0.01,0.17,0.113,FALSE
8.34,748,203,0.01,0.17,0.111,FALSE
8.34,748,203,0.01,0.17,0.113,FALSE
8.33,748,207,0.01,0.17,0.111,FALSE
8.33,748,207,0.01,0.17,0.111,FALSE
8.33,748,207,0.01,0.17,0.111,FALSE
8.34,747,207,0.01,0.17,0.113,FALSE
8.34,748,203,0.01,0.17,0.113,FALSE
8.33,747,203,0.01,0.17,0.113,FALSE
8.34,748,207,0.01,0.19,0.111,FALSE
8.34,748,207,0.01,0.18,0.111,FALSE
8.34,747,203,0.01,0.19,0.111,FALSE
8.34,748,203,0.009,0.19,0.111,FALSE
8.34,748,203,0.01,0.19,0.111,FALSE
8.34,747,207,0.01,0.19,0.109,FALSE
8.34,747,207,0.01,0.17,0.111,FALSE
8.34,748,207,0.01,0.16,0.111,FALSE
8.34,748,203,0.01,0.17,0.111,FALSE
8.34,747,207,0.009,0.17,0.109,FALSE
8.34,747,207,0.01,0.18,0.111,FALSE
8.34,748,207,0.009,0.18,0.111,FALSE
8.34,747,207,0.009,0.17,0.111,FALSE
8.33,747,207,0.009,0.18,0.111,FALSE
8.34,747,207,0.01,0.18,0.111,FALSE
8.34,747,207,0.01,0.18,0.109,FALSE
8.34,747,207,0.01,0.18,0.111,FALSE
8.34,747,207,0.01,0.18,0.109,FALSE
8.33,747,207,0.01,0.18,0.111,FALSE
8.33,748,207,0.01,0.18,0.111,FALSE
8.33,748,207,0.01,0.18,0.109,FALSE
8.33,748,207,0.009,0.18,0.111,FALSE
8.32,747,207,0.01,0.18,0.111,FALSE
8.33,747,207,0.01,0.18,0.111,FALSE
8.32,747,207,0.01,0.17,0.108,FALSE
8.32,748,207,0.01,0.17,0.111,FALSE
8.32,748,207,0.01,0.17,0.111,FALSE
8.32,749,207,0.01,0.17,0.111,FALSE
8.31,748,207,0.009,0.17,0.111,FALSE
8.31,748,207,0.01,0.17,0.111,FALSE
8.31,747,207,0.01,0.17,0.111,FALSE
8.3,748,207,0.01,0.17,0.111,FALSE
8.3,747,207,0.01,0.16,0.111,FALSE
8.3,748,207,0.01,0.16,0.111,FALSE
8.3,747,207,0.01,0.16,0.111,FALSE
8.3,749,207,0.01,0.16,0.111,FALSE
8.3,748,207,0.01,0.16,0.111,FALSE
8.3,748,207,0.01,0.16,0.111,FALSE
8.29,748,207,0.01,0.16,0.111,FALSE
8.29,748,211,0.011,0.16,0.111,FALSE
8.29,748,211,0.011,0.16,0.111,FALSE
8.29,748,211,0.01,0.16,0.111,FALSE
8.28,748,211,0.01,0.16,0.111,FALSE
8.28,747,211,0.01,0.16,0.111,FALSE
8.28,748,207,0.01,0.16,0.111,FALSE
8.28,749,211,0.01,0.16,0.109,FALSE
8.28,748,211,0.01,0.16,0.111,FALSE
8.28,748,211,0.011,0.16,0.111,FALSE
8.28,748,211,0.011,0.16,0.109,FALSE
8.28,748,211,0.011,0.16,0.111,FALSE
8.28,748,211,0.011,0.16,0.109,FALSE
8.28,749,211,0.011,0.16,0.108,FALSE
8.28,748,211,0.012,0.16,0.109,FALSE
8.28,748,211,0.012,0.16,0.111,FALSE
8.28,748,211,0.012,0.17,0.109,FALSE
8.28,748,211,0.012,0.16,0.109,FALSE
8.28,747,211,0.012,0.17,0.111,FALSE
8.28,748,211,0.012,0.17,0.111,FALSE
8.28,748,211,0.012,0.17,0.111,FALSE
8.28,748,211,0.024,0.17,0.111,FALSE
8.28,748,211,0.1,0.17,0.111,FALSE
8.28,747,211,0.087,0.17,0.111,FALSE
8.27,749,211,0.02,0.17,0.111,FALSE
8.27,747,211,0.012,0.18,0.111,FALSE
8.26,748,211,0.012,0.18,0.111,FALSE
8.26,749,211,0.012,0.18,0.111,FALSE
8.26,748,211,0.012,0.18,0.113,FALSE
8.26,749,211,0.012,0.18,0.111,FALSE
8.26,748,211,0.011,0.18,0.113,FALSE
8.26,748,211,0.011,0.18,0.113,FALSE
8.26,749,211,0.011,0.18,0.111,FALSE
8.26,748,211,0.011,0.18,0.113,FALSE
8.26,749,211,0.011,0.18,0.111,FALSE
8.26,749,211,0.01,0.18,0.114,FALSE
8.24,749,211,0.01,0.18,0.114,FALSE
8.24,749,211,0.01,0.17,0.114,FALSE
8.24,749,211,0.01,0.17,0.114,FALSE
8.24,749,211,0.011,0.17,0.114,FALSE
8.24,749,211,0.011,0.17,0.114,FALSE
8.24,749,211,0.011,0.17,0.113,FALSE
8.24,749,211,0.011,0.17,0.114,FALSE
8.23,749,211,0.011,0.17,0.114,FALSE
8.23,749,211,0.011,0.17,0.114,FALSE
8.23,749,211,0.011,0.17,0.114,FALSE
8.23,749,211,0.011,0.17,0.114,FALSE
8.21,749,211,0.011,0.17,0.114,FALSE
8.2,750,211,0.011,0.17,0.114,FALSE
8.2,750,211,0.011,0.17,0.114,FALSE
8.19,749,211,0.011,0.16,0.116,FALSE
8.19,750,211,0.011,0.17,0.116,FALSE
8.18,750,211,0.012,0.17,0.117,FALSE
8.18,750,211,0.011,0.17,0.117,FALSE
8.18,750,211,0.011,0.17,0.116,FALSE
8.17,750,211,0.016,0.17,0.116,FALSE
8.17,751,211,0.012,0.17,0.117,FALSE
8.16,750,211,0.012,0.16,0.117,FALSE
8.15,751,211,0.012,0.17,0.116,FALSE
8.15,751,211,0.011,0.17,0.117,FALSE
8.14,751,211,0.011,0.16,0.118,FALSE
8.14,751,211,0.012,0.16,0.118,FALSE
8.14,751,211,0.012,0.16,0.116,FALSE
8.13,751,211,0.011,0.16,0.118,FALSE
8.13,751,211,0.011,0.16,0.118,FALSE
8.12,751,211,0.011,0.16,0.12,FALSE
8.13,751,211,0.011,0.16,0.117,FALSE
8.13,751,211,0.011,0.16,0.118,FALSE
8.12,751,211,0.011,0.16,0.118,FALSE
8.12,751,211,0.011,0.16,0.12,FALSE
8.12,751,211,0.011,0.16,0.118,FALSE
8.12,751,211,0.011,0.16,0.117,FALSE
8.12,751,211,0.011,0.16,0.118,FALSE
8.12,751,211,0.011,0.16,0.12,FALSE
8.12,751,211,0.01,0.16,0.118,FALSE
8.13,751,211,0.011,0.16,0.118,FALSE
8.13,751,211,0.011,0.16,0.118,FALSE
8.13,751,211,0.011,0.15,0.116,FALSE
8.14,750,211,0.011,0.16,0.117,FALSE
8.14,751,211,0.011,0.15,0.114,FALSE
8.15,750,211,0.018,0.15,0.117,FALSE
8.15,749,211,0.015,0.15,0.114,FALSE
8.16,750,211,0.011,0.15,0.116,FALSE
8.16,749,211,0.011,0.15,0.114,FALSE
8.17,750,211,0.011,0.15,0.114,FALSE
8.18,750,211,0.012,0.15,0.114,FALSE
8.18,749,211,0.012,0.15,0.114,FALSE
8.18,749,211,0.012,0.14,0.114,FALSE
8.19,749,211,0.012,0.15,0.113,FALSE
8.2,749,211,0.012,0.15,0.113,FALSE
8.2,749,211,0.012,0.15,0.113,FALSE
8.2,749,211,0.011,0.15,0.111,FALSE
8.21,749,211,0.011,0.15,0.111,FALSE
8.22,749,211,0.011,0.15,0.111,FALSE
8.23,749,211,0.012,0.15,0.111,FALSE
8.23,748,211,0.011,0.16,0.111,FALSE
8.23,749,211,0.011,0.16,0.111,FALSE
8.23,748,211,0.013,0.16,0.111,FALSE
8.24,747,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.17,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.24,747,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.26,748,211,0.011,0.16,0.111,FALSE
8.25,748,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.26,748,211,0.011,0.16,0.111,FALSE
8.25,748,211,0.011,0.16,0.111,FALSE
8.24,748,211,0.011,0.16,0.111,FALSE
8.25,748,211,0.011,0.16,0.111,FALSE
8.24,749,211,0.012,0.16,0.113,FALSE
8.25,748,211,0.012,0.16,0.111,FALSE
8.24,748,211,0.012,0.16,0.113,FALSE
8.24,749,211,0.012,0.16,0.111,FALSE
8.24,748,211,0.012,0.16,0.114,FALSE
8.24,748,211,0.012,0.16,0.114,FALSE
8.25,749,211,0.012,0.16,0.114,FALSE
8.24,748,211,0.012,0.16,0.114,FALSE
8.24,749,211,0.012,0.16,0.116,FALSE
8.24,749,211,0.012,0.16,0.114,FALSE
8.24,748,211,0.012,0.16,0.114,FALSE
8.24,749,211,0.012,0.16,0.113,FALSE
8.24,749,211,0.012,0.16,0.113,FALSE
8.24,748,211,0.012,0.16,0.114,FALSE
8.24,748,211,0.012,0.16,0.113,FALSE
8.24,749,211,0.012,0.16,0.114,FALSE
8.24,749,211,0.012,0.16,0.111,FALSE
8.24,749,211,0.012,0.16,0.114,FALSE
8.26,748,211,0.012,0.16,0.111,FALSE
8.26,749,211,0.012,0.16,0.111,FALSE
8.26,749,211,0.012,0.16,0.113,FALSE
8.26,747,211,0.012,0.16,0.111,FALSE
8.26,748,211,0.012,0.16,0.114,FALSE
8.26,749,211,0.012,0.16,0.111,FALSE
8.27,748,211,0.012,0.16,0.111,FALSE
8.27,748,211,0.012,0.16,0.111,FALSE
8.28,748,211,0.012,0.16,0.111,FALSE
8.29,748,211,0.012,0.16,0.111,FALSE
8.29,747,211,0.012,0.16,0.111,FALSE
8.3,747,211,0.012,0.16,0.111,FALSE
8.3,747,211,0.012,0.16,0.111,FALSE
8.3,747,211,0.012,0.16,0.111,FALSE
8.31,747,211,0.012,0.16,0.111,FALSE
8.31,747,211,0.012,0.16,0.109,FALSE
8.32,747,211,0.012,0.16,0.111,FALSE
8.34,747,211,0.012,0.16,0.108,FALSE
8.35,747,211,0.012,0.16,0.106,FALSE
8.35,747,211,0.012,0.16,0.108,FALSE
8.36,747,211,0.012,0.16,0.108,FALSE
8.36,747,211,0.012,0.16,0.106,FALSE
8.36,747,211,0.012,0.15,0.108,FALSE
8.37,747,211,0.012,0.15,0.105,FALSE
8.38,746,211,0.012,0.15,0.105,FALSE
8.38,746,211,0.012,0.15,0.105,FALSE
8.39,746,211,0.012,0.15,0.105,FALSE
8.39,746,211,0.012,0.15,0.104,FALSE
8.4,746,211,0.012,0.15,0.102,FALSE
8.41,745,211,0.011,0.15,0.102,FALSE
8.41,745,211,0.011,0.15,0.101,FALSE
8.43,745,211,0.011,0.15,0.101,FALSE
8.44,745,211,0.011,0.15,0.101,FALSE
8.44,745,211,0.011,0.15,0.102,FALSE
8.44,745,211,0.011,0.15,0.101,FALSE
8.45,745,211,0.011,0.15,0.1,FALSE
8.45,745,211,0.011,0.15,0.1,FALSE
8.45,745,211,0.011,0.15,0.1,FALSE
8.45,745,211,0.011,0.15,0.101,FALSE
8.46,745,211,0.011,0.15,0.101,FALSE
8.46,744,211,0.011,0.15,0.1,FALSE
8.46,745,211,0.012,0.15,0.101,FALSE
8.46,745,211,0.011,0.15,0.1,FALSE
8.46,745,211,0.011,0.15,0.101,FALSE
8.46,745,211,0.012,0.15,0.1,FALSE
8.46,744,211,0.012,0.15,0.101,FALSE
8.46,745,211,0.011,0.15,0.1,FALSE
8.46,744,211,0.011,0.16,0.101,FALSE
8.46,745,211,0.012,0.16,0.101,FALSE
8.45,745,211,0.012,0.16,0.102,FALSE
8.45,745,211,0.012,0.16,0.1,FALSE
8.45,745,211,0.012,0.16,0.101,FALSE
8.45,745,214,0.012,0.16,0.101,FALSE
8.45,744,214,0.011,0.16,0.102,FALSE
8.45,745,211,0.012,0.16,0.101,FALSE
8.44,745,214,0.011,0.16,0.104,FALSE
8.44,745,211,0.018,0.16,0.104,FALSE
8.44,745,214,0.018,0.16,0.102,FALSE
8.44,745,211,0.018,0.16,0.102,FALSE
8.44,745,214,0.018,0.16,0.104,FALSE
8.44,745,211,0.018,0.16,0.104,FALSE
8.42,745,214,0.018,0.16,0.104,FALSE
8.42,745,211,0.017,0.16,0.104,FALSE
8.41,746,214,0.018,0.16,0.104,FALSE
8.41,745,214,0.017,0.16,0.104,FALSE
8.41,746,211,0.018,0.16,0.104,FALSE
8.4,746,211,0.018,0.16,0.105,FALSE
8.4,747,214,0.018,0.16,0.105,FALSE
8.39,747,211,0.018,0.16,0.105,FALSE
8.39,746,211,0.018,0.16,0.105,FALSE
8.39,746,211,0.018,0.16,0.104,FALSE
8.39,746,211,0.018,0.16,0.105,FALSE
8.38,746,211,0.018,0.16,0.105,FALSE
8.38,746,214,0.017,0.16,0.105,FALSE
8.38,747,214,0.018,0.16,0.105,FALSE
8.38,747,214,0.017,0.16,0.105,FALSE
8.37,747,214,0.018,0.16,0.105,FALSE
8.37,747,211,0.017,0.16,0.104,FALSE
8.37,747,214,0.017,0.16,0.106,FALSE
8.37,747,214,0.017,0.16,0.104,FALSE
8.36,747,214,0.017,0.16,0.105,FALSE
8.37,747,214,0.017,0.16,0.105,FALSE
8.36,747,214,0.017,0.16,0.105,FALSE
8.36,747,214,0.017,0.16,0.105,FALSE
8.36,747,214,0.018,0.16,0.105,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.36,747,214,0.018,0.16,0.104,FALSE
8.36,747,214,0.018,0.16,0.105,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.018,0.17,0.105,FALSE
8.35,747,214,0.018,0.16,0.105,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.018,0.17,0.104,FALSE
8.35,747,214,0.018,0.17,0.104,FALSE
8.35,747,214,0.018,0.17,0.104,FALSE
8.35,747,214,0.018,0.17,0.105,FALSE
8.35,747,214,0.018,0.17,0.105,FALSE
8.35,747,214,0.018,0.17,0.105,FALSE
8.35,747,214,0.018,0.17,0.105,FALSE
8.35,747,214,0.018,0.17,0.104,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.018,0.17,0.105,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.018,0.16,0.102,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.019,0.16,0.104,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,747,214,0.019,0.16,0.104,FALSE
8.35,747,214,0.018,0.16,0.104,FALSE
8.35,746,214,0.018,0.16,0.104,FALSE
8.36,747,214,0.018,0.16,0.104,FALSE
8.36,747,214,0.018,0.16,0.104,FALSE
8.36,746,214,0.018,0.16,0.104,FALSE
8.36,747,214,0.018,0.16,0.104,FALSE
8.36,747,214,0.018,0.16,0.104,FALSE
8.36,747,214,0.018,0.16,0.104,FALSE
8.36,747,214,0.018,0.16,0.102,FALSE
8.37,747,214,0.018,0.16,0.1,FALSE
8.36,747,214,0.018,0.16,0.104,FALSE
8.36,746,214,0.018,0.16,0.102,FALSE
8.36,746,214,0.018,0.16,0.102,FALSE
8.36,747,214,0.018,0.17,0.101,FALSE
8.37,746,214,0.018,0.17,0.104,FALSE
8.37,747,214,0.018,0.17,0.104,FALSE
8.37,746,214,0.018,0.17,0.102,FALSE
8.37,746,214,0.018,0.17,0.102,FALSE
8.37,747,214,0.018,0.17,0.104,FALSE
8.37,746,214,0.018,0.17,0.104,FALSE
8.38,746,214,0.018,0.17,0.102,FALSE
8.38,747,214,0.018,0.17,0.104,FALSE
8.38,746,214,0.019,0.17,0.104,FALSE
8.38,746,214,0.018,0.17,0.102,FALSE
8.38,747,214,0.018,0.17,0.104,FALSE
8.38,747,214,0.019,0.17,0.104,FALSE
8.39,747,214,0.018,0.17,0.104,FALSE
8.39,746,214,0.018,0.17,0.102,FALSE
8.39,746,214,0.019,0.17,0.101,FALSE
8.39,746,214,0.018,0.17,0.102,FALSE
8.39,746,214,0.018,0.17,0.104,FALSE
8.39,746,214,0.018,0.17,0.102,FALSE
8.4,746,214,0.018,0.17,0.104,FALSE
8.4,747,214,0.018,0.17,0.104,FALSE
8.4,747,214,0.018,0.17,0.102,FALSE
8.41,747,214,0.018,0.17,0.104,FALSE
8.41,746,214,0.018,0.17,0.102,FALSE
8.41,746,214,0.018,0.17,0.104,FALSE
8.4,747,214,0.018,0.17,0.104,FALSE
8.41,746,214,0.018,0.17,0.104,FALSE
8.4,747,214,0.018,0.16,0.104,FALSE
8.4,747,214,0.018,0.16,0.102,FALSE
8.4,746,214,0.018,0.16,0.105,FALSE
8.4,747,214,0.018,0.17,0.104,FALSE
8.39,746,214,0.017,0.17,0.104,FALSE
8.4,747,214,0.018,0.17,0.104,FALSE
8.4,747,214,0.018,0.17,0.105,FALSE
8.39,746,214,0.018,0.17,0.105,FALSE
8.39,747,214,0.018,0.17,0.104,FALSE
8.39,746,214,0.018,0.17,0.104,FALSE
8.4,747,214,0.018,0.17,0.104,FALSE
8.39,747,214,0.024,0.17,0.105,FALSE
8.39,746,214,0.018,0.17,0.106,FALSE
8.39,747,214,0.018,0.17,0.105,FALSE
8.39,747,211,0.018,0.17,0.106,FALSE
8.39,747,211,0.018,0.17,0.105,FALSE
8.39,747,214,0.018,0.17,0.105,FALSE
8.39,747,214,0.018,0.17,0.105,FALSE
8.39,747,211,0.018,0.17,0.106,FALSE
8.39,747,214,0.018,0.17,0.105,FALSE
8.39,747,211,0.02,0.17,0.106,FALSE
8.39,747,211,0.019,0.17,0.105,FALSE
8.39,747,211,0.019,0.17,0.106,FALSE
8.39,747,211,0.019,0.17,0.106,FALSE
8.39,747,211,0.019,0.17,0.106,FALSE
8.39,747,211,0.019,0.17,0.105,FALSE
8.39,747,211,0.018,0.17,0.106,FALSE
8.39,747,211,0.018,0.17,0.106,FALSE
8.39,747,211,0.018,0.17,0.106,FALSE
8.39,747,211,0.018,0.17,0.106,FALSE
8.39,747,211,0.018,0.17,0.106,FALSE
8.39,747,211,0.018,0.17,0.106,FALSE
8.4,747,211,0.018,0.17,0.108,FALSE
8.4,746,211,0.018,0.17,0.106,FALSE
8.4,747,211,0.018,0.17,0.106,FALSE
8.4,747,211,0.018,0.17,0.106,FALSE
8.4,747,211,0.018,0.17,0.106,FALSE
8.4,747,211,0.018,0.17,0.106,FALSE
8.41,747,211,0.018,0.17,0.106,FALSE
8.41,747,211,0.018,0.17,0.106,FALSE
8.41,747,211,0.018,0.17,0.106,FALSE
8.41,747,211,0.018,0.17,0.105,FALSE
